node,type
ACC-05492,suspect
VIC-4437,victim
VIC-4438,victim
VIC-4439,victim
ACC-05703,suspect
VIC-4440,victim
ACC-07657,suspect
VIC-4441,victim
VIC-4442,victim
ACC-01372,suspect
VIC-4443,victim
VIC-4444,victim
ACC-00143,suspect
VIC-4445,victim
ACC-01106,suspect
VIC-4446,victim
VIC-4447,victim
ACC-07141,suspect
VIC-4448,victim
ACC-08287,suspect
VIC-4449,victim
ACC-04258,suspect
VIC-4450,victim
ACC-00422,suspect
VIC-4451,victim
VIC-4452,victim
ACC-06091,suspect
VIC-4453,victim
ACC-01762,suspect
VIC-4454,victim
VIC-4455,victim
ACC-03239,suspect
VIC-4456,victim
ACC-08127,suspect
VIC-4457,victim
ACC-08390,suspect
VIC-4458,victim
ACC-01493,suspect
VIC-4459,victim
VIC-4460,victim
ACC-02868,suspect
VIC-4461,victim
ACC-07729,suspect
VIC-4462,victim
VIC-4463,victim
ACC-05931,suspect
VIC-4464,victim
VIC-4465,victim
VIC-4466,victim
ACC-06693,suspect
VIC-4467,victim
ACC-06916,suspect
VIC-4468,victim
VIC-4469,victim
ACC-06367,suspect
VIC-4470,victim
VIC-4471,victim
ACC-05583,suspect
VIC-4472,victim
ACC-07435,suspect
VIC-4473,victim
ACC-04507,suspect
VIC-4474,victim
ACC-00924,suspect
VIC-4475,victim
ACC-05879,suspect
VIC-4476,victim
VIC-4477,victim
VIC-4478,victim
ACC-08245,suspect
VIC-4479,victim
VIC-4480,victim
VIC-4481,victim
VIC-4482,victim
ACC-04326,suspect
VIC-4483,victim
ACC-08277,suspect
VIC-4484,victim
ACC-02724,suspect
VIC-4485,victim
ACC-07030,suspect
VIC-4486,victim
ACC-07268,suspect
VIC-4487,victim
VIC-4488,victim
VIC-4489,victim
ACC-06392,suspect
VIC-4490,victim
VIC-4491,victim
ACC-01461,suspect
VIC-4492,victim
ACC-03069,suspect
VIC-4493,victim
ACC-01439,suspect
VIC-4494,victim
VIC-4495,victim
ACC-03058,suspect
VIC-4496,victim
VIC-4497,victim
VIC-4498,victim
VIC-4499,victim
VIC-4500,victim
ACC-07015,suspect
VIC-4501,victim
ACC-01803,suspect
VIC-4502,victim
ACC-04870,suspect
VIC-4503,victim
VIC-4504,victim
ACC-06600,suspect
VIC-4505,victim
VIC-4506,victim
VIC-4507,victim
VIC-4508,victim
ACC-08039,suspect
VIC-4509,victim
ACC-04367,suspect
VIC-4510,victim
ACC-00968,suspect
VIC-4511,victim
ACC-00146,suspect
VIC-4512,victim
VIC-4513,victim
ACC-00781,suspect
VIC-4514,victim
VIC-4515,victim
ACC-08995,suspect
VIC-4516,victim
ACC-05950,suspect
VIC-4517,victim
VIC-4518,victim
ACC-05650,suspect
VIC-4519,victim
ACC-03375,suspect
VIC-4520,victim
ACC-03365,suspect
VIC-4521,victim
VIC-4522,victim
VIC-4523,victim
VIC-4524,victim
VIC-4525,victim
ACC-04126,suspect
VIC-4526,victim
VIC-4527,victim
VIC-4528,victim
ACC-01856,suspect
VIC-4529,victim
ACC-01466,suspect
VIC-4530,victim
ACC-04462,suspect
VIC-4531,victim
VIC-4532,victim
ACC-05991,suspect
VIC-4533,victim
ACC-01774,suspect
VIC-4534,victim
VIC-4535,victim
VIC-4536,victim
ACC-01434,suspect
VIC-4537,victim
VIC-4538,victim
ACC-06264,suspect
VIC-4539,victim
ACC-07238,suspect
VIC-4540,victim
ACC-00379,suspect
VIC-4541,victim
VIC-4542,victim
ACC-08665,suspect
VIC-4543,victim
VIC-4544,victim
ACC-06247,suspect
VIC-4545,victim
ACC-02636,suspect
VIC-4546,victim
ACC-02323,suspect
VIC-4547,victim
VIC-4548,victim
VIC-4549,victim
ACC-04378,suspect
VIC-4550,victim
ACC-06428,suspect
VIC-4551,victim
ACC-07936,suspect
VIC-4552,victim
ACC-04808,suspect
VIC-4553,victim
ACC-05887,suspect
VIC-4554,victim
VIC-4555,victim
ACC-00098,suspect
VIC-4556,victim
ACC-01125,suspect
VIC-4557,victim
ACC-03326,suspect
VIC-4558,victim
VIC-4559,victim
ACC-04598,suspect
VIC-4560,victim
ACC-07947,suspect
VIC-4561,victim
ACC-04304,suspect
VIC-4562,victim
VIC-4563,victim
ACC-05273,suspect
VIC-4564,victim
ACC-02342,suspect
VIC-4565,victim
VIC-4566,victim
ACC-01802,suspect
VIC-4567,victim
ACC-01866,suspect
VIC-4568,victim
VIC-4569,victim
ACC-03856,suspect
VIC-4570,victim
VIC-4571,victim
ACC-02043,suspect
VIC-4572,victim
ACC-02603,suspect
VIC-4573,victim
VIC-4574,victim
ACC-04701,suspect
VIC-4575,victim
ACC-01360,suspect
VIC-4576,victim
VIC-4577,victim
ACC-02547,suspect
VIC-4578,victim
ACC-02113,suspect
VIC-4579,victim
ACC-06070,suspect
VIC-4580,victim
VIC-4581,victim
ACC-07062,suspect
VIC-4582,victim
ACC-07759,suspect
VIC-4583,victim
VIC-4584,victim
VIC-4585,victim
VIC-4586,victim
ACC-08375,suspect
VIC-4587,victim
ACC-03553,suspect
VIC-4588,victim
ACC-00391,suspect
VIC-4589,victim
ACC-00577,suspect
VIC-4590,victim
VIC-4591,victim
VIC-4592,victim
ACC-08083,suspect
VIC-4593,victim
VIC-4594,victim
ACC-00409,suspect
VIC-4595,victim
VIC-4596,victim
VIC-4597,victim
VIC-4598,victim
ACC-06744,suspect
VIC-4599,victim
VIC-4600,victim
ACC-01669,suspect
VIC-4601,victim
ACC-01366,suspect
VIC-4602,victim
ACC-05470,suspect
VIC-4603,victim
ACC-05825,suspect
VIC-4604,victim
VIC-4605,victim
ACC-07536,suspect
VIC-4606,victim
ACC-08765,suspect
VIC-4607,victim
ACC-05456,suspect
VIC-4608,victim
ACC-01889,suspect
VIC-4609,victim
VIC-4610,victim
ACC-03246,suspect
VIC-4611,victim
VIC-4612,victim
ACC-06854,suspect
VIC-4613,victim
VIC-4614,victim
VIC-4615,victim
ACC-05762,suspect
VIC-4616,victim
ACC-07964,suspect
VIC-4617,victim
ACC-00801,suspect
VIC-4618,victim
ACC-01257,suspect
VIC-4619,victim
VIC-4620,victim
ACC-02958,suspect
VIC-4621,victim
ACC-04456,suspect
VIC-4622,victim
VIC-4623,victim
ACC-00726,suspect
VIC-4624,victim
ACC-06598,suspect
VIC-4625,victim
VIC-4626,victim
ACC-07208,suspect
VIC-4627,victim
ACC-00187,suspect
VIC-4628,victim
VIC-4629,victim
VIC-4630,victim
ACC-05260,suspect
VIC-4631,victim
ACC-03469,suspect
VIC-4632,victim
ACC-06044,suspect
VIC-4633,victim
ACC-03047,suspect
VIC-4634,victim
ACC-01524,suspect
VIC-4635,victim
ACC-01063,suspect
VIC-4636,victim
ACC-03601,suspect
VIC-4637,victim
ACC-00687,suspect
VIC-4638,victim
ACC-01208,suspect
VIC-4639,victim
ACC-03384,suspect
VIC-4640,victim
VIC-4641,victim
VIC-4642,victim
ACC-02188,suspect
VIC-4643,victim
ACC-05784,suspect
VIC-4644,victim
ACC-08721,suspect
VIC-4645,victim
VIC-4646,victim
VIC-4647,victim
ACC-06154,suspect
VIC-4648,victim
VIC-4649,victim
ACC-01917,suspect
VIC-4650,victim
ACC-07279,suspect
VIC-4651,victim
VIC-4652,victim
ACC-01574,suspect
VIC-4653,victim
VIC-4654,victim
VIC-4655,victim
ACC-04337,suspect
VIC-4656,victim
VIC-4657,victim
ACC-00397,suspect
VIC-4658,victim
ACC-08207,suspect
VIC-4659,victim
VIC-4660,victim
VIC-4661,victim
ACC-04697,suspect
VIC-4662,victim
VIC-4663,victim
ACC-08758,suspect
VIC-4664,victim
VIC-4665,victim
ACC-06052,suspect
VIC-4666,victim
ACC-00759,suspect
VIC-4667,victim
ACC-00168,suspect
VIC-4668,victim
ACC-01453,suspect
VIC-4669,victim
ACC-05834,suspect
VIC-4670,victim
ACC-05978,suspect
VIC-4671,victim
ACC-05977,suspect
VIC-4672,victim
ACC-04780,suspect
VIC-4673,victim
ACC-00953,suspect
VIC-4674,victim
ACC-06281,suspect
VIC-4675,victim
VIC-4676,victim
VIC-4677,victim
VIC-4678,victim
ACC-01409,suspect
VIC-4679,victim
ACC-06589,suspect
VIC-4680,victim
ACC-08951,suspect
VIC-4681,victim
ACC-02132,suspect
VIC-4682,victim
VIC-4683,victim
VIC-4684,victim
ACC-01766,suspect
VIC-4685,victim
VIC-4686,victim
ACC-08993,suspect
VIC-4687,victim
ACC-07923,suspect
VIC-4688,victim
ACC-07890,suspect
VIC-4689,victim
ACC-03997,suspect
VIC-4690,victim
VIC-4691,victim
VIC-4692,victim
VIC-4693,victim
VIC-4694,victim
VIC-4695,victim
ACC-05878,suspect
VIC-4696,victim
ACC-03200,suspect
VIC-4697,victim
VIC-4698,victim
ACC-04292,suspect
VIC-4699,victim
ACC-03611,suspect
VIC-4700,victim
ACC-01653,suspect
VIC-4701,victim
ACC-07635,suspect
VIC-4702,victim
VIC-4703,victim
VIC-4704,victim
VIC-4705,victim
ACC-03781,suspect
VIC-4706,victim
VIC-4707,victim
VIC-4708,victim
ACC-07263,suspect
VIC-4709,victim
ACC-00812,suspect
VIC-4710,victim
VIC-4711,victim
VIC-4712,victim
VIC-4713,victim
ACC-05100,suspect
VIC-4714,victim
ACC-05344,suspect
VIC-4715,victim
ACC-05227,suspect
VIC-4716,victim
ACC-07506,suspect
VIC-4717,victim
ACC-06979,suspect
VIC-4718,victim
ACC-00447,suspect
VIC-4719,victim
ACC-01726,suspect
VIC-4720,victim
ACC-07107,suspect
VIC-4721,victim
VIC-4722,victim
ACC-00641,suspect
VIC-4723,victim
VIC-4724,victim
ACC-00516,suspect
VIC-4725,victim
VIC-4726,victim
ACC-07290,suspect
VIC-4727,victim
ACC-02711,suspect
VIC-4728,victim
ACC-08921,suspect
VIC-4729,victim
ACC-00869,suspect
VIC-4730,victim
ACC-04962,suspect
VIC-4731,victim
ACC-02419,suspect
VIC-4732,victim
ACC-08400,suspect
VIC-4733,victim
ACC-02976,suspect
VIC-4734,victim
ACC-08417,suspect
VIC-4735,victim
ACC-07535,suspect
VIC-4736,victim
VIC-4737,victim
ACC-04513,suspect
VIC-4738,victim
ACC-06613,suspect
VIC-4739,victim
ACC-06059,suspect
VIC-4740,victim
ACC-05682,suspect
VIC-4741,victim
ACC-04973,suspect
VIC-4742,victim
ACC-03727,suspect
VIC-4743,victim
ACC-08564,suspect
VIC-4744,victim
VIC-4745,victim
VIC-4746,victim
ACC-08170,suspect
VIC-4747,victim
ACC-08330,suspect
VIC-4748,victim
ACC-08304,suspect
VIC-4749,victim
ACC-02530,suspect
VIC-4750,victim
VIC-4751,victim
ACC-07602,suspect
VIC-4752,victim
VIC-4753,victim
ACC-00404,suspect
VIC-4754,victim
ACC-05699,suspect
VIC-4755,victim
ACC-02691,suspect
VIC-4756,victim
VIC-4757,victim
VIC-4758,victim
ACC-01300,suspect
VIC-4759,victim
VIC-4760,victim
VIC-4761,victim
VIC-4762,victim
VIC-4763,victim
ACC-07694,suspect
VIC-4764,victim
ACC-05543,suspect
VIC-4765,victim
VIC-4766,victim
VIC-4767,victim
ACC-01753,suspect
VIC-4768,victim
ACC-06724,suspect
VIC-4769,victim
VIC-4770,victim
VIC-4771,victim
VIC-4772,victim
VIC-4773,victim
ACC-08272,suspect
VIC-4774,victim
VIC-4775,victim
ACC-05457,suspect
VIC-4776,victim
ACC-08959,suspect
VIC-4777,victim
ACC-08965,suspect
VIC-4778,victim
ACC-02688,suspect
VIC-4779,victim
VIC-4780,victim
ACC-03704,suspect
VIC-4781,victim
VIC-4782,victim
VIC-4783,victim
ACC-07910,suspect
VIC-4784,victim
VIC-4785,victim
ACC-02091,suspect
VIC-4786,victim
VIC-4787,victim
VIC-4788,victim
VIC-4789,victim
ACC-01849,suspect
VIC-4790,victim
ACC-04087,suspect
VIC-4791,victim
VIC-4792,victim
ACC-02908,suspect
VIC-4793,victim
ACC-04830,suspect
VIC-4794,victim
ACC-04613,suspect
VIC-4795,victim
ACC-03322,suspect
VIC-4796,victim
ACC-07605,suspect
VIC-4797,victim
VIC-4798,victim
ACC-05748,suspect
VIC-4799,victim
VIC-4800,victim
ACC-02141,suspect
VIC-4801,victim
VIC-4802,victim
ACC-00875,suspect
VIC-4803,victim
VIC-4804,victim
ACC-04476,suspect
VIC-4805,victim
ACC-04518,suspect
VIC-4806,victim
VIC-4807,victim
VIC-4808,victim
ACC-07204,suspect
VIC-4809,victim
VIC-4810,victim
VIC-4811,victim
VIC-4812,victim
ACC-01705,suspect
VIC-4813,victim
VIC-4814,victim
VIC-4815,victim
ACC-00073,suspect
VIC-4816,victim
VIC-4817,victim
ACC-07646,suspect
VIC-4818,victim
ACC-08355,suspect
VIC-4819,victim
VIC-4820,victim
VIC-4821,victim
ACC-01162,suspect
VIC-4822,victim
VIC-4823,victim
VIC-4824,victim
VIC-4825,victim
VIC-4826,victim
ACC-01033,suspect
VIC-4827,victim
ACC-07992,suspect
VIC-4828,victim
ACC-01769,suspect
VIC-4829,victim
VIC-4830,victim
VIC-4831,victim
VIC-4832,victim
ACC-02638,suspect
VIC-4833,victim
VIC-4834,victim
ACC-00777,suspect
VIC-4835,victim
VIC-4836,victim
ACC-08624,suspect
VIC-4837,victim
ACC-03968,suspect
VIC-4838,victim
ACC-01446,suspect
VIC-4839,victim
ACC-06061,suspect
VIC-4840,victim
VIC-4841,victim
ACC-08468,suspect
VIC-4842,victim
ACC-08767,suspect
VIC-4843,victim
VIC-4844,victim
ACC-07198,suspect
VIC-4845,victim
ACC-05826,suspect
VIC-4846,victim
VIC-4847,victim
VIC-4848,victim
ACC-01001,suspect
VIC-4849,victim
VIC-4850,victim
VIC-4851,victim
ACC-01929,suspect
VIC-4852,victim
VIC-4853,victim
VIC-4854,victim
ACC-08616,suspect
VIC-4855,victim
ACC-02746,suspect
VIC-4856,victim
VIC-4857,victim
VIC-4858,victim
VIC-4859,victim
ACC-08243,suspect
VIC-4860,victim
VIC-4861,victim
ACC-02667,suspect
VIC-4862,victim
ACC-01969,suspect
VIC-4863,victim
ACC-03149,suspect
VIC-4864,victim
ACC-02456,suspect
VIC-4865,victim
VIC-4866,victim
VIC-4867,victim
ACC-02957,suspect
VIC-4868,victim
ACC-01334,suspect
VIC-4869,victim
VIC-4870,victim
ACC-08130,suspect
VIC-4871,victim
VIC-4872,victim
ACC-06276,suspect
VIC-4873,victim
VIC-4874,victim
ACC-05454,suspect
VIC-4875,victim
VIC-4876,victim
ACC-06460,suspect
VIC-4877,victim
ACC-06889,suspect
VIC-4878,victim
ACC-00734,suspect
VIC-4879,victim
VIC-4880,victim
VIC-4881,victim
VIC-4882,victim
ACC-01029,suspect
VIC-4883,victim
ACC-03006,suspect
VIC-4884,victim
VIC-4885,victim
ACC-02738,suspect
VIC-4886,victim
VIC-4887,victim
ACC-05132,suspect
VIC-4888,victim
ACC-08606,suspect
VIC-4889,victim
VIC-4890,victim
VIC-4891,victim
VIC-4892,victim
ACC-00663,suspect
VIC-4893,victim
VIC-4894,victim
ACC-08560,suspect
VIC-4895,victim
VIC-4896,victim
VIC-4897,victim
VIC-4898,victim
ACC-01352,suspect
VIC-4899,victim
VIC-4900,victim
VIC-4901,victim
ACC-04046,suspect
VIC-4902,victim
ACC-03818,suspect
VIC-4903,victim
ACC-08619,suspect
VIC-4904,victim
ACC-02938,suspect
VIC-4905,victim
ACC-07634,suspect
VIC-4906,victim
VIC-4907,victim
ACC-05218,suspect
VIC-4908,victim
VIC-4909,victim
VIC-4910,victim
ACC-01777,suspect
VIC-4911,victim
ACC-00021,suspect
VIC-4912,victim
ACC-00510,suspect
VIC-4913,victim
VIC-4914,victim
ACC-00527,suspect
VIC-4915,victim
ACC-05221,suspect
VIC-4916,victim
ACC-00330,suspect
VIC-4917,victim
VIC-4918,victim
VIC-4919,victim
ACC-01123,suspect
VIC-4920,victim
ACC-01816,suspect
VIC-4921,victim
ACC-00030,suspect
VIC-4922,victim
ACC-05089,suspect
VIC-4923,victim
VIC-4924,victim
ACC-07816,suspect
VIC-4925,victim
ACC-06015,suspect
VIC-4926,victim
ACC-07511,suspect
VIC-4927,victim
ACC-02365,suspect
VIC-4928,victim
VIC-4929,victim
ACC-01825,suspect
VIC-4930,victim
VIC-4931,victim
ACC-08654,suspect
VIC-4932,victim
ACC-02149,suspect
VIC-4933,victim
VIC-4934,victim
ACC-05899,suspect
VIC-4935,victim
VIC-4936,victim
ACC-07723,suspect
VIC-4937,victim
ACC-06436,suspect
VIC-4938,victim
ACC-03872,suspect
VIC-4939,victim
ACC-08763,suspect
VIC-4940,victim
VIC-4941,victim
VIC-4942,victim
ACC-03753,suspect
VIC-4943,victim
ACC-03314,suspect
VIC-4944,victim
VIC-4945,victim
ACC-07676,suspect
VIC-4946,victim
VIC-4947,victim
ACC-06254,suspect
VIC-4948,victim
ACC-08408,suspect
VIC-4949,victim
ACC-05524,suspect
VIC-4950,victim
VIC-4951,victim
VIC-4952,victim
ACC-03414,suspect
VIC-4953,victim
ACC-08895,suspect
VIC-4954,victim
ACC-06543,suspect
VIC-4955,victim
VIC-4956,victim
ACC-06836,suspect
VIC-4957,victim
ACC-05048,suspect
VIC-4958,victim
ACC-01188,suspect
VIC-4959,victim
ACC-01035,suspect
VIC-4960,victim
VIC-4961,victim
ACC-03458,suspect
VIC-4962,victim
VIC-4963,victim
VIC-4964,victim
ACC-01942,suspect
VIC-4965,victim
VIC-4966,victim
VIC-4967,victim
ACC-05798,suspect
VIC-4968,victim
ACC-04044,suspect
VIC-4969,victim
ACC-04058,suspect
VIC-4970,victim
VIC-4971,victim
ACC-00763,suspect
VIC-4972,victim
VIC-4973,victim
VIC-4974,victim
VIC-4975,victim
VIC-4976,victim
VIC-4977,victim
ACC-05776,suspect
VIC-4978,victim
VIC-4979,victim
ACC-07689,suspect
VIC-4980,victim
VIC-4981,victim
ACC-06704,suspect
VIC-4982,victim
ACC-07220,suspect
VIC-4983,victim
ACC-07158,suspect
VIC-4984,victim
ACC-07504,suspect
VIC-4985,victim
VIC-4986,victim
VIC-4987,victim
VIC-4988,victim
VIC-4989,victim
VIC-4990,victim
ACC-03706,suspect
VIC-4991,victim
VIC-4992,victim
ACC-03663,suspect
VIC-4993,victim
ACC-04386,suspect
VIC-4994,victim
VIC-4995,victim
ACC-02473,suspect
VIC-4996,victim
ACC-07307,suspect
VIC-4997,victim
ACC-07787,suspect
VIC-4998,victim
VIC-4999,victim
VIC-5000,victim
ACC-03156,suspect
VIC-5001,victim
ACC-02736,suspect
VIC-5002,victim
VIC-5003,victim
ACC-08343,suspect
VIC-5004,victim
VIC-5005,victim
VIC-5006,victim
VIC-5007,victim
ACC-01426,suspect
VIC-5008,victim
VIC-5009,victim
ACC-04787,suspect
VIC-5010,victim
ACC-04310,suspect
VIC-5011,victim
ACC-00840,suspect
VIC-5012,victim
VIC-5013,victim
VIC-5014,victim
VIC-5015,victim
VIC-5016,victim
VIC-5017,victim
VIC-5018,victim
VIC-5019,victim
ACC-01026,suspect
VIC-5020,victim
ACC-03699,suspect
VIC-5021,victim
VIC-5022,victim
VIC-5023,victim
ACC-01311,suspect
VIC-5024,victim
VIC-5025,victim
ACC-01569,suspect
VIC-5026,victim
ACC-06851,suspect
VIC-5027,victim
VIC-5028,victim
VIC-5029,victim
ACC-08024,suspect
VIC-5030,victim
ACC-05025,suspect
VIC-5031,victim
ACC-03141,suspect
VIC-5032,victim
ACC-08459,suspect
VIC-5033,victim
ACC-08499,suspect
VIC-5034,victim
VIC-5035,victim
ACC-02663,suspect
VIC-5036,victim
VIC-5037,victim
ACC-06332,suspect
VIC-5038,victim
ACC-00041,suspect
VIC-5039,victim
VIC-5040,victim
ACC-08026,suspect
VIC-5041,victim
ACC-08990,suspect
VIC-5042,victim
ACC-06731,suspect
VIC-5043,victim
ACC-03400,suspect
VIC-5044,victim
ACC-02481,suspect
VIC-5045,victim
VIC-5046,victim
ACC-00927,suspect
VIC-5047,victim
ACC-07962,suspect
VIC-5048,victim
ACC-04090,suspect
VIC-5049,victim
ACC-01008,suspect
VIC-5050,victim
ACC-03585,suspect
VIC-5051,victim
ACC-00243,suspect
VIC-5052,victim
VIC-5053,victim
VIC-5054,victim
VIC-5055,victim
VIC-5056,victim
VIC-5057,victim
VIC-5058,victim
VIC-5059,victim
VIC-5060,victim
VIC-5061,victim
ACC-03355,suspect
VIC-5062,victim
VIC-5063,victim
VIC-5064,victim
ACC-06224,suspect
VIC-5065,victim
ACC-01301,suspect
VIC-5066,victim
VIC-5067,victim
VIC-5068,victim
VIC-5069,victim
ACC-08620,suspect
VIC-5070,victim
VIC-5071,victim
ACC-03795,suspect
VIC-5072,victim
ACC-00834,suspect
VIC-5073,victim
VIC-5074,victim
ACC-06136,suspect
VIC-5075,victim
ACC-08615,suspect
VIC-5076,victim
ACC-05490,suspect
VIC-5077,victim
VIC-5078,victim
VIC-5079,victim
ACC-04658,suspect
VIC-5080,victim
ACC-00639,suspect
VIC-5081,victim
VIC-5082,victim
VIC-5083,victim
ACC-01919,suspect
VIC-5084,victim
VIC-5085,victim
ACC-08572,suspect
VIC-5086,victim
VIC-5087,victim
ACC-02625,suspect
VIC-5088,victim
ACC-03409,suspect
VIC-5089,victim
VIC-5090,victim
VIC-5091,victim
VIC-5092,victim
ACC-04731,suspect
VIC-5093,victim
VIC-5094,victim
VIC-5095,victim
ACC-04101,suspect
VIC-5096,victim
VIC-5097,victim
ACC-03472,suspect
VIC-5098,victim
ACC-05745,suspect
VIC-5099,victim
VIC-5100,victim
ACC-07257,suspect
VIC-5101,victim
ACC-05912,suspect
VIC-5102,victim
ACC-06259,suspect
VIC-5103,victim
ACC-00669,suspect
VIC-5104,victim
ACC-00525,suspect
VIC-5105,victim
ACC-07603,suspect
VIC-5106,victim
ACC-06310,suspect
VIC-5107,victim
ACC-02126,suspect
VIC-5108,victim
VIC-5109,victim
ACC-07613,suspect
VIC-5110,victim
VIC-5111,victim
VIC-5112,victim
ACC-04172,suspect
VIC-5113,victim
ACC-04576,suspect
VIC-5114,victim
ACC-03102,suspect
VIC-5115,victim
VIC-5116,victim
VIC-5117,victim
VIC-5118,victim
VIC-5119,victim
ACC-04889,suspect
VIC-5120,victim
ACC-03886,suspect
VIC-5121,victim
VIC-5122,victim
ACC-08726,suspect
VIC-5123,victim
ACC-01725,suspect
VIC-5124,victim
ACC-01728,suspect
VIC-5125,victim
ACC-03664,suspect
VIC-5126,victim
ACC-07696,suspect
VIC-5127,victim
ACC-06544,suspect
VIC-5128,victim
VIC-5129,victim
VIC-5130,victim
ACC-01060,suspect
VIC-5131,victim
VIC-5132,victim
ACC-07609,suspect
VIC-5133,victim
ACC-01863,suspect
VIC-5134,victim
VIC-5135,victim
ACC-06800,suspect
VIC-5136,victim
ACC-02183,suspect
VIC-5137,victim
ACC-08185,suspect
VIC-5138,victim
VIC-5139,victim
ACC-01019,suspect
VIC-5140,victim
ACC-07906,suspect
VIC-5141,victim
ACC-05577,suspect
VIC-5142,victim
ACC-00019,suspect
VIC-5143,victim
ACC-02588,suspect
VIC-5144,victim
VIC-5145,victim
ACC-03494,suspect
VIC-5146,victim
ACC-02257,suspect
VIC-5147,victim
VIC-5148,victim
ACC-00271,suspect
VIC-5149,victim
VIC-5150,victim
VIC-5151,victim
ACC-02654,suspect
VIC-5152,victim
ACC-03364,suspect
VIC-5153,victim
ACC-03666,suspect
VIC-5154,victim
VIC-5155,victim
ACC-08688,suspect
VIC-5156,victim
VIC-5157,victim
VIC-5158,victim
ACC-07077,suspect
VIC-5159,victim
ACC-08177,suspect
VIC-5160,victim
ACC-07885,suspect
VIC-5161,victim
ACC-05216,suspect
VIC-5162,victim
ACC-07736,suspect
VIC-5163,victim
ACC-07670,suspect
VIC-5164,victim
ACC-06527,suspect
VIC-5165,victim
ACC-06888,suspect
VIC-5166,victim
VIC-5167,victim
VIC-5168,victim
VIC-5169,victim
ACC-02324,suspect
VIC-5170,victim
VIC-5171,victim
VIC-5172,victim
ACC-08984,suspect
VIC-5173,victim
ACC-03582,suspect
VIC-5174,victim
ACC-02689,suspect
VIC-5175,victim
ACC-02450,suspect
VIC-5176,victim
ACC-06562,suspect
VIC-5177,victim
ACC-08718,suspect
VIC-5178,victim
VIC-5179,victim
ACC-04277,suspect
VIC-5180,victim
VIC-5181,victim
ACC-05928,suspect
VIC-5182,victim
ACC-05427,suspect
VIC-5183,victim
VIC-5184,victim
ACC-03662,suspect
VIC-5185,victim
VIC-5186,victim
ACC-00621,suspect
VIC-5187,victim
ACC-02123,suspect
VIC-5188,victim
VIC-5189,victim
VIC-5190,victim
ACC-04684,suspect
VIC-5191,victim
VIC-5192,victim
ACC-08211,suspect
VIC-5193,victim
VIC-5194,victim
VIC-5195,victim
VIC-5196,victim
ACC-03734,suspect
VIC-5197,victim
ACC-06765,suspect
VIC-5198,victim
ACC-06481,suspect
VIC-5199,victim
VIC-5200,victim
VIC-5201,victim
VIC-5202,victim
VIC-5203,victim
ACC-00910,suspect
VIC-5204,victim
ACC-06675,suspect
VIC-5205,victim
VIC-5206,victim
VIC-5207,victim
ACC-03975,suspect
VIC-5208,victim
ACC-07219,suspect
VIC-5209,victim
VIC-5210,victim
ACC-02660,suspect
VIC-5211,victim
VIC-5212,victim
ACC-00216,suspect
VIC-5213,victim
ACC-02980,suspect
VIC-5214,victim
ACC-01142,suspect
VIC-5215,victim
ACC-01930,suspect
VIC-5216,victim
VIC-5217,victim
ACC-04557,suspect
VIC-5218,victim
VIC-5219,victim
ACC-01143,suspect
VIC-5220,victim
VIC-5221,victim
VIC-5222,victim
ACC-08138,suspect
VIC-5223,victim
VIC-5224,victim
ACC-08828,suspect
VIC-5225,victim
VIC-5226,victim
VIC-5227,victim
ACC-07161,suspect
VIC-5228,victim
VIC-5229,victim
ACC-02017,suspect
VIC-5230,victim
ACC-05852,suspect
VIC-5231,victim
ACC-07585,suspect
VIC-5232,victim
VIC-5233,victim
VIC-5234,victim
ACC-07930,suspect
VIC-5235,victim
VIC-5236,victim
ACC-04037,suspect
VIC-5237,victim
ACC-05749,suspect
VIC-5238,victim
VIC-5239,victim
ACC-07068,suspect
VIC-5240,victim
VIC-5241,victim
VIC-5242,victim
ACC-03077,suspect
VIC-5243,victim
ACC-05771,suspect
VIC-5244,victim
ACC-01859,suspect
VIC-5245,victim
VIC-5246,victim
VIC-5247,victim
ACC-03978,suspect
VIC-5248,victim
VIC-5249,victim
VIC-5250,victim
VIC-5251,victim
VIC-5252,victim
ACC-00730,suspect
VIC-5253,victim
VIC-5254,victim
VIC-5255,victim
ACC-01213,suspect
VIC-5256,victim
ACC-08627,suspect
VIC-5257,victim
VIC-5258,victim
ACC-01873,suspect
VIC-5259,victim
VIC-5260,victim
VIC-5261,victim
VIC-5262,victim
ACC-08157,suspect
VIC-5263,victim
VIC-5264,victim
VIC-5265,victim
ACC-05270,suspect
VIC-5266,victim
ACC-02071,suspect
VIC-5267,victim
VIC-5268,victim
VIC-5269,victim
ACC-05945,suspect
VIC-5270,victim
ACC-05483,suspect
VIC-5271,victim
VIC-5272,victim
VIC-5273,victim
ACC-01051,suspect
VIC-5274,victim
ACC-00274,suspect
VIC-5275,victim
ACC-06749,suspect
VIC-5276,victim
ACC-00462,suspect
VIC-5277,victim
VIC-5278,victim
VIC-5279,victim
VIC-5280,victim
ACC-06492,suspect
VIC-5281,victim
ACC-05639,suspect
VIC-5282,victim
ACC-07902,suspect
VIC-5283,victim
ACC-03319,suspect
VIC-5284,victim
VIC-5285,victim
VIC-5286,victim
VIC-5287,victim
VIC-5288,victim
ACC-08571,suspect
